range_start,range_end,AS_number,country_code,AS_description
4.0.0.0,4.7.168.255,3356,US,LEVEL3
4.7.169.0,4.23.87.255,3356,US,LEVEL3
4.23.88.0,4.23.89.255,46164,US,ATT-MOBILITY-LABS
4.23.90.0,4.23.91.255,3356,US,LEVEL3
4.23.92.0,4.23.95.255,46164,US,ATT-MOBILITY-LABS
4.23.96.0,4.31.236.63,3356,US,LEVEL3
4.31.236.64,4.31.236.71,1,US,LVLT-1
4.31.236.72,4.34.11.255,3356,US,LEVEL3
4.34.12.0,4.34.13.255,1,US,LVLT-1
4.34.14.0,4.35.68.255,3356,US,LEVEL3
4.35.69.0,4.35.69.255,6619,KR,SAMSUNGSDS-AS-KR SamsungSDS Inc.
4.35.70.0,4.37.255.255,3356,US,LEVEL3
4.38.0.0,4.38.15.255,46164,US,ATT-MOBILITY-LABS
4.38.16.0,4.43.49.255,3356,US,LEVEL3
4.43.50.0,4.43.51.255,46164,US,ATT-MOBILITY-LABS
4.43.52.0,4.55.255.255,3356,US,LEVEL3
4.56.0.0,4.58.129.255,3356,US,LEVEL3
4.58.130.0,4.58.130.255,13904,US,COSLINK
4.58.131.0,4.67.95.255,3356,US,LEVEL3
4.67.96.0,4.67.111.255,46164,US,ATT-MOBILITY-LABS
4.67.112.0,4.127.255.255,3356,US,LEVEL3
4.128.0.0,4.143.255.255,0,None,Not routed
4.144.0.0,4.255.255.255,8075,US,MICROSOFT-CORP-MSN-AS-BLOCK
