range_start,range_end,AS_number,country_code,AS_description
16.0.32.0,16.0.32.255,13979,US,ATT-IPFR
16.0.33.0,16.0.36.255,0,None,Not routed
16.0.37.0,16.0.37.255,13979,US,ATT-IPFR
16.0.38.0,16.0.38.255,0,None,Not routed
16.0.39.0,16.0.39.255,13979,US,ATT-IPFR
16.0.40.0,16.0.47.255,0,None,Not routed
16.0.48.0,16.0.55.255,13979,US,ATT-IPFR
16.0.56.0,16.0.56.255,71,US,HP-INTERNET-AS
16.0.57.0,16.0.58.255,13979,US,ATT-IPFR
16.0.59.0,16.1.31.255,0,None,Not routed
16.1.32.0,16.1.33.255,33383,US,HPES
16.1.34.0,16.1.35.255,0,None,Not routed
16.1.36.0,16.1.37.255,33383,US,HPES
16.1.38.0,16.1.38.255,21302,NL,FAST-PATH-E AT&T Fast Path Backbone E
16.1.39.0,16.1.67.255,0,None,Not routed
16.1.68.0,16.1.68.255,33383,US,HPES
16.1.69.0,16.1.69.255,0,None,Not routed
16.1.70.0,16.1.70.255,33383,US,HPES
16.1.71.0,16.1.71.255,0,None,Not routed
16.1.72.0,16.1.79.255,33383,US,HPES
16.1.80.0,16.1.95.255,0,None,Not routed
16.1.96.0,16.1.121.255,13979,US,ATT-IPFR
16.1.122.0,16.2.127.255,0,None,Not routed
16.2.128.0,16.2.129.255,33383,US,HPES
16.2.130.0,16.2.131.255,0,None,Not routed
16.2.132.0,16.2.139.255,13014,FR,HEWLETT-PACKARD-ENTERPRISE-APJ HPE APJ
16.2.140.0,16.2.143.255,13013,FR,HEWLETT-PACKARD-ENTERPRISE-MAIDSTONE HPE Maidstone, UK
16.2.144.0,16.2.147.255,0,None,Not routed
16.2.148.0,16.2.151.255,13013,FR,HEWLETT-PACKARD-ENTERPRISE-MAIDSTONE HPE Maidstone, UK
16.2.152.0,16.5.5.255,0,None,Not routed
16.5.6.0,16.5.7.255,71,US,HP-INTERNET-AS
16.5.8.0,16.5.27.255,0,None,Not routed
16.5.28.0,16.5.30.255,33383,US,HPES
