range_start,range_end,AS_number,country_code,AS_description
63.0.0.0,63.24.201.255,701,US,UUNET
63.24.202.0,63.24.207.255,6984,US,NYNEX-AS
63.24.208.0,63.25.255.255,701,US,UUNET
63.26.0.0,63.26.15.255,6984,US,NYNEX-AS
63.26.16.0,63.26.255.255,701,US,UUNET
63.27.0.0,63.27.47.255,6984,US,NYNEX-AS
63.27.48.0,63.31.255.255,701,US,UUNET
63.32.0.0,63.35.255.255,16509,US,AMAZON-02
63.36.0.0,63.38.111.255,0,None,Not routed
63.38.112.0,63.38.120.255,6995,US,VRIS-6995
63.38.121.0,63.38.121.255,0,None,Not routed
63.38.122.0,63.38.125.255,6995,US,VRIS-6995
63.38.126.0,63.38.126.255,0,None,Not routed
63.38.127.0,63.38.127.255,6995,US,VRIS-6995
63.38.128.0,63.38.128.255,0,None,Not routed
63.38.129.0,63.38.129.255,6995,US,VRIS-6995
63.38.130.0,63.38.131.255,0,None,Not routed
63.38.132.0,63.38.133.255,6995,US,VRIS-6995
63.38.134.0,63.38.255.255,0,None,Not routed
63.39.0.0,63.39.159.255,3371,US,MCI-ASN
63.39.160.0,63.39.207.255,3372,US,MCI-ASN
63.39.208.0,63.39.239.255,3371,US,MCI-ASN
63.39.240.0,63.39.255.255,3372,US,MCI-ASN
63.40.0.0,63.40.255.255,6167,US,CELLCO-PART
63.41.0.0,63.41.255.255,22394,US,CELLCO
63.42.0.0,63.45.255.255,6167,US,CELLCO-PART
63.46.0.0,63.46.127.255,22394,US,CELLCO
63.46.128.0,63.46.255.255,6167,US,CELLCO-PART
63.47.0.0,63.47.127.255,22394,US,CELLCO
63.47.128.0,63.47.255.255,6167,US,CELLCO-PART
63.48.0.0,63.53.255.255,701,US,UUNET
63.54.0.0,63.55.255.255,22394,US,CELLCO
63.56.0.0,63.57.255.255,701,US,UUNET
63.58.0.0,63.59.255.255,22394,US,CELLCO
63.60.0.0,63.64.23.255,701,US,UUNET
63.64.24.0,63.64.24.255,1661,US,ANS-ATLANTA
63.64.25.0,63.64.35.255,701,US,UUNET
63.64.36.0,63.64.37.255,30211,US,WISPWEST
63.64.38.0,63.64.40.255,701,US,UUNET
63.64.41.0,63.64.41.255,46601,US,AS46601
63.64.42.0,63.64.59.255,701,US,UUNET
63.64.60.0,63.64.61.255,13434,US,CORVELCORP
63.64.62.0,63.64.72.255,701,US,UUNET
63.64.73.0,63.64.73.255,13666,US,VRIS-AS-BLOCK
63.64.74.0,63.64.74.255,701,US,UUNET
63.64.75.0,63.64.75.255,16777,US,NET-PROVPHP
63.64.76.0,63.64.84.255,701,US,UUNET
63.64.85.0,63.64.85.255,11466,US,ANDREWS-FEDERAL1
63.64.86.0,63.64.105.255,701,US,UUNET
63.64.106.0,63.64.107.255,13666,US,VRIS-AS-BLOCK
63.64.108.0,63.64.125.255,701,US,UUNET
63.64.126.0,63.64.126.255,20115,US,CHARTER-20115
63.64.127.0,63.64.129.255,701,US,UUNET
63.64.130.0,63.64.131.255,12061,US,24HOURFITNESS
63.64.132.0,63.64.151.255,701,US,UUNET
63.64.152.0,63.64.154.255,396972,US,DHS-39N
63.64.155.0,63.64.157.255,701,US,UUNET
63.64.158.0,63.64.158.255,27174,Unknown,-Reserved AS-
63.64.159.0,63.64.170.255,701,US,UUNET
63.64.171.0,63.64.171.255,27174,Unknown,-Reserved AS-
63.64.172.0,63.65.21.255,701,US,UUNET
63.65.22.0,63.65.22.255,1699,US,ANS-1699-AS
63.65.23.0,63.65.24.255,701,US,UUNET
63.65.25.0,63.65.25.255,1699,US,ANS-1699-AS
63.65.26.0,63.65.168.255,701,US,UUNET
63.65.169.0,63.65.169.255,26381,US,HSBC-COM
63.65.170.0,63.65.235.255,701,US,UUNET
63.65.236.0,63.65.238.255,1699,US,ANS-1699-AS
63.65.239.0,63.66.68.255,701,US,UUNET
63.66.69.0,63.66.69.255,19405,US,HRSD-INTERNET-IP-BLOCK
63.66.70.0,63.66.111.255,701,US,UUNET
63.66.112.0,63.66.113.255,15089,US,MASSMUTUAL
63.66.114.0,63.66.159.255,701,US,UUNET
63.66.160.0,63.66.163.255,26097,US,LABYRINTH
63.66.164.0,63.66.172.255,701,US,UUNET
63.66.173.0,63.66.173.255,12153,US,HBI-ASN1
63.66.174.0,63.67.5.255,701,US,UUNET
63.67.6.0,63.67.6.255,18943,US,YELCOT
63.67.7.0,63.67.28.255,701,US,UUNET
63.67.29.0,63.67.29.255,25771,US,MAXIM-60
63.67.30.0,63.67.30.255,701,US,UUNET
63.67.31.0,63.67.31.255,25771,US,MAXIM-60
63.67.32.0,63.67.67.255,701,US,UUNET
63.67.68.0,63.67.71.255,7799,US,OLYPENASN
63.67.72.0,63.67.144.255,701,US,UUNET
63.67.145.0,63.67.145.255,32805,US,O365-ENABLEMENT
63.67.146.0,63.67.169.255,701,US,UUNET
63.67.170.0,63.67.171.255,16785,US,USANA-INC
63.67.172.0,63.67.173.255,209,US,CENTURYLINK-US-LEGACY-QWEST
63.67.174.0,63.67.175.255,701,US,UUNET
63.67.176.0,63.67.176.255,23148,US,TERRENAP
63.67.177.0,63.67.237.255,701,US,UUNET
63.67.238.0,63.67.238.255,54646,US,HARDYNET
63.67.239.0,63.67.239.255,701,US,UUNET
63.67.240.0,63.67.241.255,54646,US,HARDYNET
63.67.242.0,63.68.159.255,701,US,UUNET
63.68.160.0,63.68.167.255,399989,US,ULTRAONE-01
63.68.168.0,63.69.15.255,701,US,UUNET
63.69.16.0,63.69.20.255,26938,US,COMPUSOURCE
63.69.21.0,63.69.23.255,26938,US,COMPUSOURCE
63.69.24.0,63.69.65.255,701,US,UUNET
63.69.66.0,63.69.66.255,63336,US,ADVENTIST-HEALTHCARE-MARYLAND
63.69.67.0,63.69.67.255,701,US,UUNET
63.69.68.0,63.69.68.255,46350,US,SILBER00
63.69.69.0,63.69.77.255,701,US,UUNET
63.69.78.0,63.69.247.255,701,US,UUNET
63.69.248.0,63.69.255.255,399989,US,ULTRAONE-01
63.70.0.0,63.70.1.255,701,US,UUNET
63.70.2.0,63.70.2.255,40564,US,VOCOM-LAX-QUINBY-1
63.70.3.0,63.70.4.255,701,US,UUNET
63.70.5.0,63.70.5.255,40564,US,VOCOM-LAX-QUINBY-1
63.70.6.0,63.70.71.255,701,US,UUNET
63.70.72.0,63.70.73.255,28502,MX,Alestra Innovacion Digital S de RL de CV
63.70.74.0,63.70.79.255,701,US,UUNET
63.70.80.0,63.70.87.255,14669,US,RGTS-NY
63.70.88.0,63.70.89.255,21726,US,RGTS-JFK
63.70.90.0,63.70.95.255,14669,US,RGTS-NY
63.70.96.0,63.70.137.255,701,US,UUNET
63.70.138.0,63.70.138.255,22866,US,AECOM-USPHX3
63.70.139.0,63.70.163.255,701,US,UUNET
63.70.164.0,63.70.165.255,20005,US,SANDHILLS-SA
63.70.166.0,63.70.233.255,701,US,UUNET
63.70.234.0,63.70.235.255,28502,MX,Alestra Innovacion Digital S de RL de CV
63.70.236.0,63.71.2.255,701,US,UUNET
63.71.3.0,63.71.3.255,13570,US,AS13570
63.71.4.0,63.71.7.255,701,US,UUNET
63.71.8.0,63.71.15.255,13380,US,ASN-CUST
63.71.16.0,63.71.93.255,701,US,UUNET
63.71.94.0,63.71.95.255,18703,US,IBMCCH-ASH
63.71.96.0,63.71.179.255,701,US,UUNET
63.71.180.0,63.71.181.255,14717,US,ECINET
63.71.182.0,63.71.210.255,701,US,UUNET
63.71.211.0,63.71.211.255,11716,Unknown,AS11716
63.71.212.0,63.71.253.255,701,US,UUNET
63.71.254.0,63.71.254.255,397056,US,AGWORKS
63.71.255.0,63.72.207.255,701,US,UUNET
63.72.208.0,63.72.211.255,7996,US,LIMITED
63.72.212.0,63.73.9.255,701,US,UUNET
63.73.10.0,63.73.12.255,16791,US,DIGITAL-AGENT
63.73.13.0,63.73.129.255,701,US,UUNET
63.73.130.0,63.73.131.255,19604,US,IBM-RALEIGH-CL
63.73.132.0,63.73.198.255,701,US,UUNET
63.73.199.0,63.73.199.255,203,US,CENTURYLINK-LEGACY-LVLT-203
63.73.200.0,63.73.213.255,701,US,UUNET
63.73.214.0,63.73.215.255,26097,US,LABYRINTH
63.73.216.0,63.74.190.255,701,US,UUNET
63.74.191.0,63.74.191.255,30066,US,NCL-MIA1
63.74.192.0,63.74.207.255,701,US,UUNET
63.74.208.0,63.74.209.255,26717,US,AS-RPS
63.74.210.0,63.74.215.255,701,US,UUNET
63.74.216.0,63.74.217.255,62574,US,DMBGP
63.74.218.0,63.75.30.255,701,US,UUNET
63.75.31.0,63.75.31.255,18943,US,YELCOT
63.75.32.0,63.75.59.255,701,US,UUNET
63.75.60.0,63.75.63.255,10461,US,EZE-CASTLE-SOFTWARE-LLC
63.75.64.0,63.75.166.255,701,US,UUNET
63.75.167.0,63.75.167.255,20472,US,SYNN
63.75.168.0,63.75.239.255,701,US,UUNET
63.75.240.0,63.75.255.255,399989,US,ULTRAONE-01
63.76.0.0,63.76.5.255,701,US,UUNET
63.76.6.0,63.76.7.255,12234,US,UUNET-INT
63.76.8.0,63.76.23.255,701,US,UUNET
63.76.24.0,63.76.24.255,10753,US,LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE
63.76.25.0,63.76.51.255,701,US,UUNET
63.76.52.0,63.76.55.255,36489,US,NETSOLUS-NETWORKS
63.76.56.0,63.76.56.255,701,US,UUNET
63.76.57.0,63.76.57.255,46601,US,AS46601
63.76.58.0,63.76.65.255,701,US,UUNET
63.76.66.0,63.76.67.255,14717,US,ECINET
63.76.68.0,63.76.73.255,701,US,UUNET
63.76.74.0,63.76.75.255,19885,US,ISOCENTRIC
63.76.76.0,63.76.78.255,701,US,UUNET
63.76.79.0,63.76.79.255,46847,US,NEXVORTEX
63.76.80.0,63.76.87.255,701,US,UUNET
63.76.88.0,63.76.88.255,46601,US,AS46601
63.76.89.0,63.76.89.255,23304,US,DATOTEL-STL-AS
63.76.90.0,63.76.100.255,701,US,UUNET
63.76.101.0,63.76.101.255,29767,US,COMMERCE-BANCSHARES
63.76.102.0,63.76.125.255,701,US,UUNET
63.76.126.0,63.76.126.255,13893,US,EHI-NA-AS-1
63.76.127.0,63.76.131.255,701,US,UUNET
63.76.132.0,63.76.132.255,11275,US,NBH-HOLDINGS-CORPORATION
63.76.133.0,63.76.136.255,701,US,UUNET
63.76.137.0,63.76.137.255,14056,US,SEI
63.76.138.0,63.76.175.255,701,US,UUNET
63.76.176.0,63.76.177.255,13662,US,VRIS-AS-BLOCK
63.76.178.0,63.76.207.255,701,US,UUNET
63.76.208.0,63.76.209.255,14454,US,PERIMETER-ESECURITY
63.76.210.0,63.76.215.255,701,US,UUNET
63.76.216.0,63.76.216.255,26959,US,TRIZETTO-AS
63.76.217.0,63.76.231.255,701,US,UUNET
63.76.232.0,63.76.232.255,396922,US,TGRID-AS
63.76.233.0,63.76.247.255,701,US,UUNET
63.76.248.0,63.76.253.255,33616,US,CO-MO-COMM
63.76.254.0,63.76.255.255,393442,US,UNITED-FIBER
63.77.0.0,63.77.22.255,701,US,UUNET
63.77.23.0,63.77.23.255,14109,US,SAC-10-BGPASN-01
63.77.24.0,63.77.31.255,33616,US,CO-MO-COMM
63.77.32.0,63.77.33.255,701,US,UUNET
