range_start,range_end,AS_number,country_code,AS_description
88.0.0.0,88.31.255.255,3352,ES,TELEFONICA_DE_ESPANA
88.32.0.0,88.33.26.255,3269,IT,ASN-IBSNAZ
88.33.27.0,88.33.27.255,20746,IT,ASN-IDC T.NO.OM.I.NC
88.33.28.0,88.44.59.255,3269,IT,ASN-IBSNAZ
88.44.60.0,88.44.60.255,20746,IT,ASN-IDC T.NO.OM.I.NC
88.44.61.0,88.44.62.255,3269,IT,ASN-IBSNAZ
88.44.63.0,88.44.63.255,20746,IT,ASN-IDC T.NO.OM.I.NC
88.44.64.0,88.63.255.255,3269,IT,ASN-IBSNAZ
88.64.0.0,88.64.127.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.64.128.0,88.64.140.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.64.141.0,88.64.183.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.64.184.0,88.65.112.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.65.113.0,88.65.115.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.65.116.0,88.65.203.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.65.204.0,88.68.223.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.68.224.0,88.70.32.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.70.33.0,88.72.220.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.72.221.0,88.74.16.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.74.17.0,88.74.127.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.74.128.0,88.74.183.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.74.184.0,88.76.120.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.76.121.0,88.76.242.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.76.243.0,88.76.255.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.77.0.0,88.77.43.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.77.44.0,88.77.61.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.77.62.0,88.78.4.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.78.5.0,88.78.38.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.78.39.0,88.79.63.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.79.64.0,88.79.255.255,3209,DE,VODANET International IP-Backbone of Vodafone
88.80.0.0,88.80.31.255,33837,SE,PRQ-AS ________________________
88.80.32.0,88.80.63.255,39001,RU,MTS
88.80.64.0,88.80.95.255,34731,IT,ARCHIMEDIA-AS
88.80.96.0,88.80.127.255,39184,BG,ULTRANET-AS
88.80.128.0,88.80.128.255,47226,BG,AKAT_TECHNOLOGIES
88.80.129.0,88.80.129.255,35011,BG,PROSVETA
88.80.130.0,88.80.130.255,43063,BG,SPH-AS01
88.80.131.0,88.80.143.255,20657,BG,ATLANTIS Sofia, Bulgaria
88.80.144.0,88.80.144.255,204641,RO,ECOMPUTE
88.80.145.0,88.80.148.255,44901,BG,BELCLOUD
88.80.149.0,88.80.149.255,210672,BG,EUSOFTDESIGN
88.80.150.0,88.80.150.255,41870,BG,S3COMPANY
88.80.151.0,88.80.151.255,44901,BG,BELCLOUD
88.80.152.0,88.80.159.255,60168,BG,NETSERVICE
88.80.160.0,88.80.183.255,15830,GB,EQUINIX
88.80.184.0,88.80.191.255,63949,US,LINODE-AP Linode, LLC
88.80.192.0,88.80.196.255,8972,DE,GD-EMEA-DC-SXB1
88.80.197.0,88.80.197.255,20773,DE,GODADDY
88.80.198.0,88.80.213.255,8972,DE,GD-EMEA-DC-SXB1
88.80.214.0,88.80.214.255,20773,DE,GODADDY
88.80.215.0,88.80.219.255,8972,DE,GD-EMEA-DC-SXB1
88.80.220.0,88.80.220.255,20773,DE,GODADDY
88.80.221.0,88.80.221.255,8972,DE,GD-EMEA-DC-SXB1
88.80.222.0,88.80.222.255,20773,DE,GODADDY
88.80.223.0,88.80.223.255,8972,DE,GD-EMEA-DC-SXB1
88.80.224.0,88.80.255.255,31127,SK,SATRO
88.81.0.0,88.81.31.255,0,None,Not routed
88.81.32.0,88.81.63.255,8371,RU,VIMPELCOM-NN Vimpelcom, Nizhniy Novgorod branch, fixed network
88.81.64.0,88.81.95.255,34093,CZ,PLUSLINE-AS
88.81.96.0,88.81.127.255,39093,IE,WESTNET-IE WISP coverage - West of Ireland
88.81.128.0,88.81.159.255,8680,GB,SURE-INTERNATIONAL-LIMITED
88.81.160.0,88.81.191.255,3257,US,GTT-BACKBONE GTT
88.81.192.0,88.81.209.255,28947,RU,INTURAL-AS ZAO InT
88.81.210.0,88.81.211.255,41556,RU,TELECON-AS
88.81.212.0,88.81.215.255,42071,RU,EOFFICE-AS
