range_start,range_end,AS_number,country_code,AS_description
15.0.0.0,15.0.1.255,13979,US,ATT-IPFR
15.0.2.0,15.0.63.255,0,None,Not routed
15.0.64.0,15.0.64.255,7018,US,ATT-INTERNET4
15.0.65.0,15.0.87.255,13979,US,ATT-IPFR
15.0.88.0,15.0.95.255,11680,US,HPINC
15.0.96.0,15.0.103.255,13979,US,ATT-IPFR
15.0.104.0,15.0.127.255,7018,US,ATT-INTERNET4
15.0.128.0,15.4.63.255,0,None,Not routed
15.4.64.0,15.4.87.255,13979,US,ATT-IPFR
15.4.88.0,15.4.95.255,11680,US,HPINC
15.4.96.0,15.4.127.255,13979,US,ATT-IPFR
15.4.128.0,15.8.63.255,0,None,Not routed
15.8.64.0,15.8.127.255,13979,US,ATT-IPFR
15.8.128.0,15.12.63.255,0,None,Not routed
15.12.64.0,15.12.71.255,13979,US,ATT-IPFR
15.12.72.0,15.12.75.255,7018,US,ATT-INTERNET4
15.12.76.0,15.12.127.255,13979,US,ATT-IPFR
15.12.128.0,15.16.63.255,0,None,Not routed
15.16.64.0,15.16.127.255,21302,NL,FAST-PATH-E AT&T Fast Path Backbone E
15.16.128.0,15.20.63.255,0,None,Not routed
15.20.64.0,15.20.127.255,21302,NL,FAST-PATH-E AT&T Fast Path Backbone E
15.20.128.0,15.24.75.255,0,None,Not routed
15.24.76.0,15.24.77.255,2686,US,ATGS-MMD-AS
15.24.78.0,15.24.78.255,25888,US,HP-INC-REGIONAL
15.24.79.0,15.24.95.255,0,None,Not routed
15.24.96.0,15.24.96.255,2686,US,ATGS-MMD-AS
15.24.97.0,15.24.97.255,21302,NL,FAST-PATH-E AT&T Fast Path Backbone E
15.24.98.0,15.24.113.255,0,None,Not routed
15.24.114.0,15.24.114.255,21302,NL,FAST-PATH-E AT&T Fast Path Backbone E
15.24.115.0,15.24.136.255,0,None,Not routed
15.24.137.0,15.24.138.255,2686,US,ATGS-MMD-AS
15.24.139.0,15.32.63.255,0,None,Not routed
15.32.64.0,15.32.71.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.32.72.0,15.32.72.255,2687,US,ATGS-MMD-AS
15.32.73.0,15.32.73.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.32.74.0,15.32.74.255,2687,US,ATGS-MMD-AS
15.32.75.0,15.32.75.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.32.76.0,15.32.77.255,2687,US,ATGS-MMD-AS
15.32.78.0,15.32.86.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.32.87.0,15.32.87.255,2687,US,ATGS-MMD-AS
15.32.88.0,15.32.95.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.32.96.0,15.32.99.255,25888,US,HP-INC-REGIONAL
15.32.100.0,15.32.127.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.32.128.0,15.36.63.255,0,None,Not routed
15.36.64.0,15.36.68.255,25888,US,HP-INC-REGIONAL
15.36.69.0,15.36.71.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.36.72.0,15.36.111.255,25888,US,HP-INC-REGIONAL
15.36.112.0,15.36.114.255,25888,US,HP-INC-REGIONAL
15.36.115.0,15.36.119.255,25888,US,HP-INC-REGIONAL
15.36.120.0,15.36.125.255,21326,NL,OPENNET-SA AT&T OpenNet-Service-AS
15.36.126.0,15.36.127.255,25888,US,HP-INC-REGIONAL
15.36.128.0,15.44.167.255,0,None,Not routed
15.44.168.0,15.44.168.255,2687,US,ATGS-MMD-AS
15.44.169.0,15.48.63.255,0,None,Not routed
15.48.64.0,15.48.127.255,7430,US,TANDEM
15.48.128.0,15.48.247.255,0,None,Not routed
15.48.248.0,15.48.248.255,7430,US,TANDEM
15.48.249.0,15.49.63.255,0,None,Not routed
15.49.64.0,15.49.127.255,7430,US,TANDEM
15.49.128.0,15.50.63.255,0,None,Not routed
15.50.64.0,15.50.127.255,7430,US,TANDEM
15.50.128.0,15.50.247.255,0,None,Not routed
15.50.248.0,15.50.248.255,7430,US,TANDEM
15.50.249.0,15.51.63.255,0,None,Not routed
15.51.64.0,15.51.127.255,7430,US,TANDEM
15.51.128.0,15.56.63.255,0,None,Not routed
15.56.64.0,15.56.127.255,7430,US,TANDEM
15.56.128.0,15.56.247.255,0,None,Not routed
15.56.248.0,15.56.248.255,7430,US,TANDEM
15.56.249.0,15.57.63.255,0,None,Not routed
15.57.64.0,15.57.127.255,7430,US,TANDEM
15.57.128.0,15.58.63.255,0,None,Not routed
15.58.64.0,15.58.127.255,7430,US,TANDEM
15.58.128.0,15.59.63.255,0,None,Not routed
15.59.64.0,15.59.127.255,7430,US,TANDEM
15.59.128.0,15.59.247.255,0,None,Not routed
15.59.248.0,15.59.248.255,7430,US,TANDEM
15.59.249.0,15.65.191.255,0,None,Not routed
15.65.192.0,15.65.198.255,33,US,HP-33
15.65.199.0,15.65.207.255,33,US,HP-33
15.65.208.0,15.65.223.255,0,None,Not routed
15.65.224.0,15.65.239.255,71,US,HP-INTERNET-AS
15.65.240.0,15.65.255.255,11680,US,HPINC
15.66.0.0,15.72.31.255,0,None,Not routed
15.72.32.0,15.72.33.255,54680,US,HP-BCRS-ALPHARETTA-GA
