range_start,range_end,AS_number,country_code,AS_description
32.0.0.0,32.2.127.255,7018,US,ATT-INTERNET4
32.2.128.0,32.2.191.255,8030,US,WORLDNET5-10
32.2.192.0,32.5.130.255,7018,US,ATT-INTERNET4
32.5.131.0,32.5.131.255,134537,US,ATT-NBE-US ATT NBE Equinix Seattle
32.5.132.0,32.7.31.255,7018,US,ATT-INTERNET4
32.7.32.0,32.7.47.255,8030,US,WORLDNET5-10
32.7.48.0,32.8.127.255,7018,US,ATT-INTERNET4
32.8.128.0,32.8.130.255,395735,US,DRIVENETS
32.8.131.0,32.8.131.255,7018,US,ATT-INTERNET4
32.8.132.0,32.8.133.255,395735,US,DRIVENETS
32.8.134.0,32.8.135.255,7018,US,ATT-INTERNET4
32.8.136.0,32.8.139.255,395735,US,DRIVENETS
32.8.140.0,32.8.143.255,7018,US,ATT-INTERNET4
32.8.144.0,32.8.145.255,395735,US,DRIVENETS
32.8.146.0,32.9.255.255,7018,US,ATT-INTERNET4
32.10.0.0,32.10.63.255,8030,US,WORLDNET5-10
32.10.64.0,32.21.159.255,7018,US,ATT-INTERNET4
32.21.160.0,32.21.191.255,8030,US,WORLDNET5-10
32.21.192.0,32.24.87.255,7018,US,ATT-INTERNET4
32.24.88.0,32.24.88.255,134534,SG,ATT-NBE-SG ATT NBE Equinix Singapore
32.24.89.0,32.24.89.255,134530,AU,ATT-NBE-AU ATT NBE Equinix Sydney
32.24.90.0,32.24.92.255,7018,US,ATT-INTERNET4
32.24.93.0,32.24.93.255,134533,HK,ATT-NBE-HK ATT NBE Equinix Hong Kong
32.24.94.0,32.24.255.255,7018,US,ATT-INTERNET4
32.25.0.0,32.25.255.255,2687,US,ATGS-MMD-AS
32.26.0.0,32.29.127.255,7018,US,ATT-INTERNET4
32.29.128.0,32.29.191.255,8030,US,WORLDNET5-10
32.29.192.0,32.29.223.255,7018,US,ATT-INTERNET4
32.29.224.0,32.29.239.255,8030,US,WORLDNET5-10
32.29.240.0,32.30.255.255,7018,US,ATT-INTERNET4
32.31.0.0,32.31.255.255,2688,US,ATGS-MMD-AS
32.32.0.0,32.34.251.255,7018,US,ATT-INTERNET4
32.34.252.0,32.34.255.255,8030,US,WORLDNET5-10
32.35.0.0,32.35.63.255,7018,US,ATT-INTERNET4
32.35.64.0,32.35.95.255,8030,US,WORLDNET5-10
32.35.96.0,32.35.103.255,7018,US,ATT-INTERNET4
32.35.104.0,32.35.111.255,8030,US,WORLDNET5-10
32.35.112.0,32.35.151.255,7018,US,ATT-INTERNET4
32.35.152.0,32.35.156.255,8030,US,WORLDNET5-10
32.35.157.0,32.37.191.255,7018,US,ATT-INTERNET4
32.37.192.0,32.37.223.255,8030,US,WORLDNET5-10
32.37.224.0,32.39.67.255,7018,US,ATT-INTERNET4
32.39.68.0,32.39.68.255,134536,GB,ATT-NBE-GB ATT NBE Equinix London
32.39.69.0,32.39.69.255,134535,NL,ATT-NBE-NL ATT NBE Equinix Amsterdam
32.39.70.0,32.39.127.255,7018,US,ATT-INTERNET4
32.39.128.0,32.39.159.255,8030,US,WORLDNET5-10
32.39.160.0,32.40.223.255,7018,US,ATT-INTERNET4
32.40.224.0,32.40.234.255,17224,US,ATT-CERFNET-BLOCK
32.40.235.0,32.40.239.255,17224,US,ATT-CERFNET-BLOCK
32.40.240.0,32.41.255.255,7018,US,ATT-INTERNET4
32.42.0.0,32.42.95.255,2686,US,ATGS-MMD-AS
32.42.96.0,32.42.99.255,2685,US,ATGS-MMD-AS
32.42.100.0,32.42.127.255,2686,US,ATGS-MMD-AS
32.42.128.0,32.42.255.255,2687,US,ATGS-MMD-AS
32.43.0.0,32.49.115.255,7018,US,ATT-INTERNET4
32.49.116.0,32.49.119.255,8030,US,WORLDNET5-10
32.49.120.0,32.49.239.255,7018,US,ATT-INTERNET4
32.49.240.0,32.49.245.255,8030,US,WORLDNET5-10
32.49.246.0,32.57.255.255,7018,US,ATT-INTERNET4
32.58.0.0,32.58.255.255,2686,US,ATGS-MMD-AS
32.59.0.0,32.59.12.255,2688,US,ATGS-MMD-AS
32.59.13.0,32.59.13.255,23190,Unknown,-Reserved AS-
32.59.14.0,32.59.255.255,2688,US,ATGS-MMD-AS
32.59.32.0,32.59.47.255,2688,US,ATGS-MMD-AS
32.59.48.0,32.59.91.255,2688,US,ATGS-MMD-AS
32.59.92.0,32.59.147.255,2688,US,ATGS-MMD-AS
32.59.148.0,32.59.163.255,2688,US,ATGS-MMD-AS
32.59.164.0,32.59.183.255,2688,US,ATGS-MMD-AS
32.59.184.0,32.59.255.255,2688,US,ATGS-MMD-AS
32.60.0.0,32.60.63.255,2687,US,ATGS-MMD-AS
32.60.64.0,32.60.127.255,2685,US,ATGS-MMD-AS
32.60.128.0,32.64.159.255,7018,US,ATT-INTERNET4
32.64.160.0,32.64.163.255,2686,US,ATGS-MMD-AS
32.64.164.0,32.64.167.255,2687,US,ATGS-MMD-AS
32.64.168.0,32.64.171.255,2688,US,ATGS-MMD-AS
32.64.172.0,32.64.175.255,2685,US,ATGS-MMD-AS
32.64.176.0,32.65.34.255,7018,US,ATT-INTERNET4
32.65.35.0,32.65.35.255,4466,US,EASYLINK2
32.65.36.0,32.65.36.255,7018,US,ATT-INTERNET4
32.65.37.0,32.65.37.255,4466,US,EASYLINK2
32.65.38.0,32.65.38.255,7018,US,ATT-INTERNET4
32.65.39.0,32.65.39.255,4466,US,EASYLINK2
32.65.40.0,32.65.45.255,7018,US,ATT-INTERNET4
32.65.46.0,32.65.46.255,4466,US,EASYLINK2
