range_start,range_end,AS_number,country_code,AS_description
206.0.0.0,206.0.3.255,265315,BR,BINDNET RJ
206.0.4.0,206.0.7.255,266815,DO,Cable Del NorteS.R.L
206.0.8.0,206.0.15.255,263656,BR,BRSULNET TELECOM LTDA
206.0.16.0,206.0.17.255,264689,AR,Luciano Gabriel Chersanaz Ubnet Datacenter
206.0.18.0,206.0.19.255,272054,DO,MUNDO1TELECOM, S.R.L.
206.0.20.0,206.0.22.255,271751,BR,GIGANET WIRELESS LTDA
206.0.23.0,206.0.23.255,271751,BR,GIGANET WIRELESS LTDA
206.0.24.0,206.0.27.255,174,US,COGENT-174
206.0.28.0,206.0.31.255,267544,BR,SIGNET TELECOM
206.0.32.0,206.0.37.255,264681,CL,Sociedad de Telecomunicaciones Netsouth SPA
206.0.38.0,206.0.63.255,264681,CL,Sociedad de Telecomunicaciones Netsouth SPA
206.0.64.0,206.0.79.255,210008,IL,WEBBING_LTD
206.0.80.0,206.0.82.255,269909,AR,Comunicaciones Valles Calchaquies S.R.L.
206.0.83.0,206.0.85.255,174,US,COGENT-174
206.0.86.0,206.0.87.255,269909,AR,Comunicaciones Valles Calchaquies S.R.L.
206.0.88.0,206.0.89.255,174,US,COGENT-174
206.0.90.0,206.0.91.255,271761,BR,CLICK FIBRA TELECOMUNICACOES EIRELI
206.0.92.0,206.0.95.255,268207,BR,RVT SERVICOS DE TELECOMUNICACOES LTDA
206.0.96.0,206.0.125.255,263699,AR,Cablevideo Digital S.A
206.0.126.0,206.0.127.255,263699,AR,Cablevideo Digital S.A
206.0.128.0,206.0.131.255,174,US,COGENT-174
206.0.132.0,206.0.135.255,32508,US,GSINET
206.0.136.0,206.0.136.255,269261,BR,NETMAXXI TELECOMUNICACOES E INFORMATICA LTDA EPP
206.0.137.0,206.0.138.255,174,US,COGENT-174
206.0.139.0,206.0.139.255,265627,MX,NIDIX NETWORKS S.A. DE C.V.
206.0.140.0,206.0.159.255,174,US,COGENT-174
206.0.160.0,206.0.191.255,271907,VE,COLNETWORK C.A.
206.0.192.0,206.0.192.255,174,US,COGENT-174
206.0.193.0,206.0.193.255,136384,Unknown,AS136384
206.0.194.0,206.0.195.255,174,US,COGENT-174
206.0.196.0,206.0.203.255,136384,Unknown,AS136384
206.0.204.0,206.0.220.255,174,US,COGENT-174
206.0.221.0,206.0.222.255,136384,Unknown,AS136384
206.0.223.0,206.1.31.255,174,US,COGENT-174
206.1.32.0,206.1.32.255,18229,IN,CTRLS-AS-IN CtrlS Datacenters Ltd.
206.1.33.0,206.1.79.255,174,US,COGENT-174
206.1.80.0,206.1.83.255,272859,CO,WAYIRA NET S.A.S.
206.1.84.0,206.1.85.255,272120,DO,SERVICIOS INTERCONEXION INALAMBRICA ATENEA SRL
206.1.86.0,206.1.87.255,271992,CO,ANTIOQUENA DE TELECOMUNICACIONES S.A.S.
206.1.88.0,206.1.91.255,269749,VE,NETCOM PLUS, C.A
206.1.92.0,206.1.93.255,270180,MX,Alejandro Agustin Montano
206.1.94.0,206.1.94.255,174,US,COGENT-174
206.1.95.0,206.1.95.255,272691,BR,JBM TELECOM
206.1.96.0,206.1.127.255,174,US,COGENT-174
206.1.128.0,206.1.128.1,61461,VE,Airtek Solutions C.A.
206.1.128.2,206.1.255.255,61461,VE,Airtek Solutions C.A.
206.2.0.0,206.2.76.255,174,US,COGENT-174
206.2.77.0,206.2.127.255,174,US,COGENT-174
206.2.128.0,206.2.178.255,139646,HK,HKMTC-AS-AP HONG KONG Megalayer Technology Co.,Limited
