range_start,range_end,AS_number,country_code,AS_description
57.0.0.0,57.0.255.255,6085,BE,SITA-IPNET
57.1.0.0,57.1.255.255,0,None,Not routed
57.2.0.0,57.3.255.255,6085,BE,SITA-IPNET
57.4.0.0,57.12.255.255,0,None,Not routed
57.13.0.0,57.13.255.255,6085,BE,SITA-IPNET
57.14.0.0,57.15.255.255,0,None,Not routed
57.16.0.0,57.19.255.255,6085,BE,SITA-IPNET
57.20.0.0,57.26.255.255,0,None,Not routed
57.27.0.0,57.27.255.255,6085,BE,SITA-IPNET
57.28.0.0,57.32.255.255,0,None,Not routed
57.33.0.0,57.33.255.255,6085,BE,SITA-IPNET
57.34.0.0,57.48.255.255,0,None,Not routed
57.49.0.0,57.50.255.255,6085,BE,SITA-IPNET
57.51.0.0,57.51.255.255,0,None,Not routed
57.52.0.0,57.52.255.255,6085,BE,SITA-IPNET
57.53.0.0,57.53.255.255,0,None,Not routed
57.54.0.0,57.55.255.255,6085,BE,SITA-IPNET
57.56.0.0,57.60.255.255,0,None,Not routed
57.61.0.0,57.63.255.255,6085,BE,SITA-IPNET
57.64.0.0,57.64.255.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.65.0.0,57.65.255.255,0,None,Not routed
57.66.0.0,57.66.14.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.66.15.0,57.66.69.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.66.70.0,57.66.70.255,4004,US,GLOBAL-SPLK
57.66.71.0,57.66.73.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.66.74.0,57.66.124.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.66.125.0,57.66.192.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.66.193.0,57.67.48.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.67.49.0,57.67.156.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.67.157.0,57.67.216.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.67.217.0,57.68.9.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.68.10.0,57.68.10.255,2647,BE,SITA
57.68.11.0,57.68.52.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.68.53.0,57.68.54.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.68.55.0,57.68.55.255,2647,BE,SITA
57.68.56.0,57.68.88.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.68.89.0,57.68.90.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.68.91.0,57.68.130.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.68.131.0,57.69.48.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.69.49.0,57.69.95.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.69.96.0,57.69.191.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.69.192.0,57.70.80.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.70.81.0,57.70.119.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.70.120.0,57.70.159.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.70.160.0,57.71.255.255,0,None,Not routed
57.72.0.0,57.72.0.255,4862,HK,EQUANT-ASIA Orange Business AS for Asia
57.72.1.0,57.72.38.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.72.39.0,57.72.40.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.72.41.0,57.72.83.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.72.84.0,57.72.160.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.72.161.0,57.72.191.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.72.192.0,57.73.48.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.73.49.0,57.73.62.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.73.63.0,57.73.155.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.73.156.0,57.73.175.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.73.176.0,57.73.207.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.73.208.0,57.73.223.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.73.224.0,57.74.30.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.74.31.0,57.74.32.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.74.33.0,57.74.36.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.74.37.0,57.74.91.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.74.92.0,57.74.105.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.74.106.0,57.74.243.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.74.244.0,57.75.255.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.76.0.0,57.76.255.255,0,None,Not routed
57.77.0.0,57.77.26.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.77.27.0,57.77.63.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.77.64.0,57.77.127.255,0,None,Not routed
57.77.128.0,57.77.175.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.77.176.0,57.77.255.255,0,None,Not routed
57.78.0.0,57.78.19.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.78.20.0,57.79.12.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.13.0,57.79.63.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.64.0,57.79.143.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.144.0,57.79.175.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.176.0,57.79.191.255,0,None,Not routed
57.79.192.0,57.79.197.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.198.0,57.79.207.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.208.0,57.79.223.255,0,None,Not routed
57.79.224.0,57.79.239.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.79.240.0,57.79.247.255,0,None,Not routed
57.79.248.0,57.79.255.255,2281,FR,OCB_HONEY_AMS OCB public cloud network
57.80.0.0,57.80.255.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.81.0.0,57.82.11.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.12.0,57.82.13.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.14.0,57.82.53.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.54.0,57.82.63.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.64.0,57.82.79.255,0,None,Not routed
57.82.80.0,57.82.93.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.94.0,57.82.99.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.100.0,57.82.113.255,0,None,Not routed
57.82.114.0,57.82.115.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.116.0,57.82.127.255,0,None,Not routed
57.82.128.0,57.82.143.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.82.144.0,57.82.255.255,0,None,Not routed
57.83.0.0,57.83.23.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.83.24.0,57.83.63.255,0,None,Not routed
57.83.64.0,57.83.127.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.83.128.0,57.83.159.255,0,None,Not routed
57.83.160.0,57.83.175.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.83.176.0,57.83.207.255,0,None,Not routed
57.83.208.0,57.83.223.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.83.224.0,57.83.255.255,0,None,Not routed
57.84.0.0,57.84.255.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.85.0.0,57.85.255.255,0,None,Not routed
57.86.0.0,57.86.111.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.86.112.0,57.86.152.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.86.153.0,57.86.175.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.86.176.0,57.87.81.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.87.82.0,57.87.82.255,10282,US,DIALIP-PR
57.87.83.0,57.87.255.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.87.176.0,57.87.191.255,0,None,Not routed
57.87.192.0,57.87.207.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
57.87.208.0,57.87.255.255,0,None,Not routed
57.88.0.0,57.90.7.255,51964,US,ORANGE-BUSINESS-SERVICES-IPSN-ASN
